NCES_ID,State_ID,NCES_DisID,StatDis_ID,Low_Grade,High_Grade,Sch_Name,District,County,Street_Add,City,State,ZIP,ZIP_4digit,Phone,LocCode,Locale,Charter,Magnet,Titl1_Sch,Titl1_Wide,Students,Teachers,St_Tea_Rat,Free_Lunch,Red_Lunch,addLong,Latitude,Longitude,url
80336001406,CO-0880-5605,803360,CO-0880,6,12,DR. MARTIN LUTHER KING JR. EARLY COLLEGE,School District No. 1 in the county of Denver and State of C,Denver County,19535 EAST 46TH AVENUE,DENVER,CO,80249,6637,(720)424-0420,11,City: Large,No,No,Yes,Yes,1108,66.56,16.6,760,136,"19535 EAST 46TH AVENUE DENVER,CO,80249",39.780035,-104.761113,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=19535+EAST+46TH+AVENUE+DENVER,CO,80249"
80336006658,CO-0880-2244,803360,CO-0880,9,10,DSST COLLEGE VIEW HIGH SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,3111 WEST DARTMOUTH AVENUE,DENVER,CO,80236,,(303)524-6320,11,City: Large,Yes,No,Yes,Yes,138,10.42,13.2,103,14,"3111 WEST DARTMOUTH AVENUE DENVER,CO,80236",39.660352,-105.032793,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3111+WEST+DARTMOUTH+AVENUE+DENVER,CO,80236"
80336006572,CO-0880-2186,803360,CO-0880,6,8,DSST: BYERS MIDDLE SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,150 S. Pearl St.,DENVER,CO,80203,,(303)524-6350,11,City: Large,Yes,No,No,?,448,31.96,14,122,43,"150 S. Pearl St. DENVER,CO,80203",39.713819,-104.980403,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=150+S.+Pearl+St.+DENVER,CO,80203"
80336006636,CO-0880-2175,803360,CO-0880,9,11,DSST: COLE HIGH SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,3240 HUMBOLDT STREET,DENVER,CO,80205,,(720)524-6354,11,City: Large,Yes,No,Yes,Yes,281,19.91,14.1,184,29,"3240 HUMBOLDT STREET DENVER,CO,80205",39.76334,-104.969644,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3240+HUMBOLDT+STREET+DENVER,CO,80205"
80336006523,CO-0880-2223,803360,CO-0880,6,8,DSST: COLE MIDDLE SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,1350 E. 33rd Ave,DENVER,CO,80205,,(303)524-6354,11,City: Large,Yes,No,Yes,Yes,440,35.93,12.2,336,44,"1350 E. 33rd Ave DENVER,CO,80205",39.763255,-104.97149,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1350+E.+33rd+Ave+DENVER,CO,80205"
80336006554,CO-0880-4381,803360,CO-0880,6,8,DSST: COLLEGE VIEW MIDDLE SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,3111 W Dartmouth Ave,DENVER,CO,80236,,(303)524-6320,11,City: Large,Yes,No,Yes,Yes,450,37.21,12.1,337,67,"3111 W Dartmouth Ave DENVER,CO,80236",39.660352,-105.032793,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3111+W+Dartmouth+Ave+DENVER,CO,80236"
80336006618,CO-0880-2218,803360,CO-0880,6,8,DSST: CONSERVATORY GREEN MIDDLE SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,8499 EAST STOLL PLACE,DENVER,CO,80238,,(303)802-4120,41,Rural: Fringe,Yes,No,No,?,298,18.74,15.9,146,15,"8499 EAST STOLL PLACE DENVER,CO,80238",39.789031,-104.889389,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=8499+EAST+STOLL+PLACE+DENVER,CO,80238"
80336006450,CO-0880-2145,803360,CO-0880,9,12,DSST: GREEN VALLEY RANCH HIGH SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,4800 TELLURIDE STREET #2,DENVER,CO,80249,,(303)524-6300,11,City: Large,Yes,No,Yes,Yes,518,37.81,13.7,285,79,"4800 TELLURIDE STREET #2 DENVER,CO,80249",39.785651,-104.781664,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4800+TELLURIDE+STREET+#2+DENVER,CO,80249"
80336006546,CO-0880-2181,803360,CO-0880,6,8,DSST: GREEN VALLEY RANCH MIDDLE SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,4800 TELLURIDE STREET BUILDING,DENVER,CO,80249,,(303)524-6300,11,City: Large,Yes,No,Yes,Yes,455,30.72,14.8,261,90,"4800 TELLURIDE STREET BUILDING DENVER,CO,80249",39.785651,-104.781664,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4800+TELLURIDE+STREET+BUILDING+DENVER,CO,80249"
80336001833,CO-0880-2185,803360,CO-0880,9,12,DSST: STAPLETON HIGH SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,2000 VALENTIA STREET,DENVER,CO,80238,,(303)320-5570,11,City: Large,Yes,No,No,?,523,38.6,13.5,215,62,"2000 VALENTIA STREET DENVER,CO,80238",39.748373,-104.891672,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2000+VALENTIA+STREET+DENVER,CO,80238"
80336006566,CO-0880-2115,803360,CO-0880,6,8,DSST: STAPLETON MIDDLE SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,2000 VALENTIA STREET,DENVER,CO,80238,,(303)320-5570,11,City: Large,Yes,No,No,?,458,32.39,14.1,238,39,"2000 VALENTIA STREET DENVER,CO,80238",39.748373,-104.891672,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2000+VALENTIA+STREET+DENVER,CO,80238"
80336000337,CO-0880-2364,803360,CO-0880,PK,5,EAGLETON ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,880 HOOKER STREET,DENVER,CO,80204,3237,(720)424-7930,11,City: Large,No,No,Yes,Yes,441,27.75,15.9,384,33,"880 HOOKER STREET DENVER,CO,80204",39.730245,-105.028672,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=880+HOOKER+STREET+DENVER,CO,80204"
80654000032,CO-0123-7843,806540,CO-0123,PK,PK,EARLY CHILDHOOD EDUCATION CENTER,Sheridan School District No. 2,Denver County,4000 SOUTH LOWELL BOULEVARD,ENGLEWOOD,CO,80150,1198,(720)833-6991,11,City: Large,No,No,No,?,161,10.34,15.6,46,3,"4000 SOUTH LOWELL BOULEVARD ENGLEWOOD,CO,80150",39.638373,-105.034723,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4000+SOUTH+LOWELL+BOULEVARD+ENGLEWOOD,CO,80150"
80336000338,CO-0880-2398,803360,CO-0880,9,12,EAST HIGH SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,1600 CITY PARK ESPLANADE,DENVER,CO,80206,1429,(720)423-8300,11,City: Large,No,No,No,?,2471,129.13,19.1,737,115,"1600 CITY PARK ESPLANADE DENVER,CO,80206",39.742121,-104.956712,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1600+CITY+PARK+ESPLANADE+DENVER,CO,80206"
80336000340,CO-0880-2506,803360,CO-0880,PK,5,EDISON ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,3350 QUITMAN STREET,DENVER,CO,80212,1736,(720)424-7780,11,City: Large,No,No,No,?,563,34.25,16.4,145,26,"3350 QUITMAN STREET DENVER,CO,80212",39.764872,-105.040448,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3350+QUITMAN+STREET+DENVER,CO,80212"
80336000341,CO-0880-2652,803360,CO-0880,PK,5,ELLIS ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,1651 SOUTH DAHLIA STREET,DENVER,CO,80222,3817,(720)424-7700,11,City: Large,No,No,Yes,Yes,514,37.75,13.6,391,47,"1651 SOUTH DAHLIA STREET DENVER,CO,80222",39.68661,-104.931684,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1651+SOUTH+DAHLIA+STREET+DENVER,CO,80222"
80336000345,CO-0880-2726,803360,CO-0880,9,12,EMILY GRIFFITH HIGH SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,1860 LINCOLN ST,DENVER,CO,80203,2197,(720)423-4901,11,City: Large,No,No,No,?,391,17.19,22.7,189,18,"1860 LINCOLN ST DENVER,CO,80203",39.74575,-104.986106,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1860+LINCOLN+ST+DENVER,CO,80203"
80336006522,CO-0880-2349,803360,CO-0880,PK,KG,ESCALANTE-BIGGS ACADEMY,School District No. 1 in the county of Denver and State of C,Denver County,5300 CROWN BLVD,DENVER,CO,80239,,(720)424-4620,11,City: Large,No,No,Yes,Yes,377,23,16.4,272,43,"5300 CROWN BLVD DENVER,CO,80239",39.791445,-104.824191,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=5300+CROWN+BLVD+DENVER,CO,80239"
80336006599,CO-0880-2641,803360,CO-0880,9,12,EXCEL ACADEMY,School District No. 1 in the county of Denver and State of C,Denver County,1825 S. Federal Blvd.,DENVER,CO,80219,,(720)424-2250,11,City: Large,No,No,Yes,Yes,216,15,14.4,174,15,"1825 S. Federal Blvd. DENVER,CO,80219",39.684213,-105.025039,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1825+S.+Federal+Blvd.+DENVER,CO,80219"
80336000347,CO-0880-2880,803360,CO-0880,PK,5,FAIRVIEW ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,2715 WEST 11TH AVENUE,DENVER,CO,80204,3312,(720)424-7540,11,City: Large,No,No,Yes,Yes,227,22.85,9.9,222,3,"2715 WEST 11TH AVENUE DENVER,CO,80204",39.733889,-105.020494,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2715+WEST+11TH+AVENUE+DENVER,CO,80204"
80336001928,CO-0880-4140,803360,CO-0880,PK,8,FARRELL B. HOWELL ECE-8 SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,14250 EAST ALBROOK DRIVE,DENVER,CO,80239,,(720)424-2740,11,City: Large,No,Yes,Yes,Yes,866,54.87,15.8,700,92,"14250 EAST ALBROOK DRIVE DENVER,CO,80239",39.776884,-104.832422,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=14250+EAST+ALBROOK+DRIVE+DENVER,CO,80239"
80336001575,CO-0880-3000,803360,CO-0880,9,12,FLORENCE CRITTENTON HIGH SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,55 SOUTH ZUNI,DENVER,CO,80223,,(720)423-7900,11,City: Large,No,No,Yes,Yes,120,13.02,9.2,102,3,"55 SOUTH ZUNI DENVER,CO,80223",39.715425,-105.015676,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=55+SOUTH+ZUNI+DENVER,CO,80223"
80336001933,CO-0880-6970,803360,CO-0880,PK,8,FLORIDA PITT-WALLER ECE-8 SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,21601 EAST 51ST PLACE,DENVER,CO,80249,,(720)424-2840,11,City: Large,No,No,Yes,Yes,892,51.49,17.3,582,108,"21601 EAST 51ST PLACE DENVER,CO,80249",39.789118,-104.73771,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=21601+EAST+51ST+PLACE+DENVER,CO,80249"
80336000349,CO-0880-3032,803360,CO-0880,PK,5,FORCE ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,1550 SOUTH WOLFF STREET,DENVER,CO,80219,1147,(720)424-7400,11,City: Large,No,No,Yes,Yes,585,34.74,16.8,494,56,"1550 SOUTH WOLFF STREET DENVER,CO,80219",39.688832,-105.047996,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1550+SOUTH+WOLFF+STREET+DENVER,CO,80219"
80336000351,CO-0880-3296,803360,CO-0880,PK,5,GARDEN PLACE ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,4425 LINCOLN STREET,DENVER,CO,80216,3520,(720)424-7220,11,City: Large,No,No,Yes,Yes,390,27.25,14.3,317,38,"4425 LINCOLN STREET DENVER,CO,80216",39.777249,-104.98586,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4425+LINCOLN+STREET+DENVER,CO,80216"
80336000352,CO-0880-3378,803360,CO-0880,9,12,GEORGE WASHINGTON HIGH SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,655 SOUTH MONACO PKWY,DENVER,CO,80224,1228,(720)423-8600,11,City: Large,No,No,No,?,1355,75.2,18,660,106,"655 SOUTH MONACO PKWY DENVER,CO,80224",39.705687,-104.912996,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=655+SOUTH+MONACO+PKWY+DENVER,CO,80224"
80336006345,CO-0880-9803,803360,CO-0880,5,12,GILLIAM SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,2844 DOWNING,DENVER,CO,80205,,(303)294-8930,11,City: Large,No,No,No,?,1,6,0.2,?,?,"2844 DOWNING DENVER,CO,80205",39.757625,-104.973349,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2844+DOWNING+DENVER,CO,80205"
80336000353,CO-0880-3426,803360,CO-0880,PK,6,GILPIN MONTESSORI PUBLIC SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,2949 CALIFORNIA STREET,DENVER,CO,80205,3053,(720)424-7140,11,City: Large,No,No,Yes,Yes,282,17.6,16,199,7,"2949 CALIFORNIA STREET DENVER,CO,80205",39.757991,-104.975631,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2949+CALIFORNIA+STREET+DENVER,CO,80205"
80336006626,CO-0880-3540,803360,CO-0880,9,11,GIRLS ATHLETIC LEADERSHIP SCHOOL HIGH SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,750 GALAPAGO STREET,DENVER,CO,80204,,(303)282-6437,11,City: Large,Yes,No,No,?,93,8.44,11,43,7,"750 GALAPAGO STREET DENVER,CO,80204",39.728069,-104.996391,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=750+GALAPAGO+STREET+DENVER,CO,80204"
80336006473,CO-0880-3639,803360,CO-0880,6,8,GIRLS ATHLETIC LEADERSHIP SCHOOL MIDDLE SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,750 Galapago Street,DENVER,CO,80204,,(303)282-6437,11,City: Large,Yes,No,No,?,245,19.22,12.7,114,14,"750 Galapago Street DENVER,CO,80204",39.728069,-104.996391,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=750+GALAPAGO+STREET+DENVER,CO,80204"
80336000354,CO-0880-3478,803360,CO-0880,PK,5,GODSMAN ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,2120 WEST ARKANSAS AVENUE,DENVER,CO,80223,3308,(720)424-7060,11,City: Large,No,No,Yes,Yes,571,35.75,16,452,78,"2120 WEST ARKANSAS AVENUE DENVER,CO,80223",39.690875,-105.012745,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2120+WEST+ARKANSAS+AVENUE+DENVER,CO,80223"
80336000355,CO-0880-3512,803360,CO-0880,PK,5,GOLDRICK ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,1050 SOUTH ZUNI STREET,DENVER,CO,80223,2541,(720)424-6980,11,City: Large,No,No,Yes,Yes,560,39,14.4,498,46,"1050 SOUTH ZUNI STREET DENVER,CO,80223",39.697495,-105.015679,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1050+SOUTH+ZUNI+STREET+DENVER,CO,80223"
80336000357,CO-0880-3600,803360,CO-0880,6,8,GRANT BEACON MIDDLE SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,1751 SOUTH WASHINGTON STREET,DENVER,CO,80210,3235,(720)423-9360,11,City: Large,No,No,Yes,Yes,454,29.5,15.4,350,28,"1751 SOUTH WASHINGTON STREET DENVER,CO,80210",39.684894,-104.979272,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1751+SOUTH+WASHINGTON+STREET+DENVER,CO,80210"
80336001738,CO-0880-3605,803360,CO-0880,PK,8,GRANT RANCH ECE-8 SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,5400 SOUTH JAY CIRCLE,DENVER,CO,80123,,(720)424-6880,11,City: Large,No,No,No,?,732,45.5,16.1,352,69,"5400 SOUTH JAY CIRCLE DENVER,CO,80123",39.617149,-105.065561,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=5400+SOUTH+JAY+CIRCLE+DENVER,CO,80123"
80336001776,CO-0880-3641,803360,CO-0880,PK,5,GREEN VALLEY ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,4100 JERICHO ST,DENVER,CO,80249,,(720)424-6710,11,City: Large,No,No,Yes,Yes,752,44.45,16.9,431,74,"4100 JERICHO ST DENVER,CO,80249",39.77302,-104.749459,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4100+JERICHO+ST+DENVER,CO,80249"
80336006477,CO-0880-3655,803360,CO-0880,PK,5,GREENLEE ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,1150 LIPAN STREET,DENVER,CO,80204,,(720)424-6800,11,City: Large,No,No,Yes,Yes,358,23.25,15.4,314,17,"1150 LIPAN STREET DENVER,CO,80204",39.734422,-105.00156,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1150+LIPAN+STREET+DENVER,CO,80204"
80336000359,CO-0880-3704,803360,CO-0880,PK,5,GUST ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,3440 WEST YALE AVENUE,DENVER,CO,80219,5847,(720)424-6560,11,City: Large,No,No,Yes,Yes,751,46.56,16.1,569,98,"3440 WEST YALE AVENUE DENVER,CO,80219",39.667717,-105.03093,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3440+WEST+YALE+AVENUE+DENVER,CO,80219"
80336000372,CO-0880-4782,803360,CO-0880,PK,5,HALLETT FUNDAMENTAL ACADEMY,School District No. 1 in the county of Denver and State of C,Denver County,2950 JASMINE STREET,DENVER,CO,80207,,(720)424-6070,11,City: Large,No,No,Yes,Yes,332,24.5,13.6,271,22,"2950 JASMINE STREET DENVER,CO,80207",39.759266,-104.918756,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2950+JASMINE+STREET+DENVER,CO,80207"
80336000361,CO-0880-3746,803360,CO-0880,6,8,HAMILTON MIDDLE SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,8600 EAST DARTMOUTH AVENUE,DENVER,CO,80231,4204,(720)423-9500,11,City: Large,No,No,No,?,917,49.49,18.5,458,73,"8600 EAST DARTMOUTH AVENUE DENVER,CO,80231",39.660354,-104.892891,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=8600+EAST+DARTMOUTH+AVENUE+DENVER,CO,80231"
80336000363,CO-0880-8054,803360,CO-0880,7,8,HENRY WORLD SCHOOL GRADES 6-8,School District No. 1 in the county of Denver and State of C,Denver County,3005 SOUTH GOLDEN WAY,DENVER,CO,80227,3849,(720)423-9560,11,City: Large,No,No,Yes,Yes,659,40.23,16.4,500,70,"3005 SOUTH GOLDEN WAY DENVER,CO,80227",39.659428,-105.057659,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3005+SOUTH+GOLDEN+WAY+DENVER,CO,80227"
80336006527,CO-0880-2757,803360,CO-0880,9,12,HIGH TECH EARLY COLLEGE,School District No. 1 in the county of Denver and State of C,Denver County,11200 E 45TH AVE,DENVER,CO,80239,,(720)424-2450,11,City: Large,No,No,Yes,Yes,529,33.25,15.9,357,34,"11200 E 45TH AVE DENVER,CO,80239",39.778783,-104.854584,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=11200+E+45TH+AVE+DENVER,CO,80239"
80336006603,CO-0880-3991,803360,CO-0880,PK,5,HIGH TECH ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,8499 E Stoll Place,DENVER,CO,80238,,(720)424-2100,41,Rural: Fringe,No,No,No,?,417,25,16.7,52,11,"8499 E Stoll Place DENVER,CO,80238",39.789031,-104.889389,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=8499+E+Stoll+Place+DENVER,CO,80238"
80336006609,CO-0880-4049,803360,CO-0880,PK,3,HIGHLINE ACADEMY NORTHEAST,School District No. 1 in the county of Denver and State of C,Denver County,19451 EAST MAXWELL PLACE,DENVER,CO,80249,,(720)485-5172,11,City: Large,Yes,No,No,?,253,18.25,13.9,89,45,"19451 EAST MAXWELL PLACE DENVER,CO,80249",39.794827,-104.760957,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=19451+EAST+MAXWELL+PLACE+DENVER,CO,80249"
80336001835,CO-0880-3987,803360,CO-0880,KG,8,HIGHLINE ACADEMY SOUTHEAST,School District No. 1 in the county of Denver and State of C,Denver County,2170 SOUTH DAHLIA STREET,DENVER,CO,80222,3222,(303)759-7808,11,City: Large,Yes,No,No,?,504,36.41,13.8,141,33,"2170 SOUTH DAHLIA STREET DENVER,CO,80222",39.677155,-104.931597,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2170+SOUTH+DAHLIA+STREET+DENVER,CO,80222"
80336000364,CO-0880-3990,803360,CO-0880,6,8,HILL CAMPUS OF ARTS AND SCIENCES,School District No. 1 in the county of Denver and State of C,Denver County,451 CLERMONT STREET,DENVER,CO,80220,5019,(720)423-9680,11,City: Large,No,No,Yes,Yes,720,43.68,16.5,391,35,"451 CLERMONT STREET DENVER,CO,80220",39.723777,-104.934897,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=451+CLERMONT+STREET+DENVER,CO,80220"
80336000365,CO-0880-4074,803360,CO-0880,PK,5,HOLM ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,3185 SOUTH WILLOW COURT,DENVER,CO,80231,4532,(720)424-6350,11,City: Large,No,No,Yes,Yes,512,32.5,15.8,377,38,"3185 SOUTH WILLOW COURT DENVER,CO,80231",39.656706,-104.887627,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3185+SOUTH+WILLOW+COURT+DENVER,CO,80231"
80336000362,CO-0880-3778,803360,CO-0880,PK,5,INTERNATIONAL ACADEMY OF DENVER AT HARRINGTON,School District No. 1 in the county of Denver and State of C,Denver County,2401 EAST 37TH AVENUE,DENVER,CO,80205,3513,(720)424-6420,11,City: Large,No,No,Yes,Yes,362,25.75,14.1,326,20,"2401 EAST 37TH AVENUE DENVER,CO,80205",39.768144,-104.958603,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2401+EAST+37TH+AVENUE+DENVER,CO,80205"
80336006570,CO-0880-4213,803360,CO-0880,PK,5,ISABELLA BIRD COMMUNITY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,2701 N. Lima St.,DENVER,CO,80238,,(720)423-9900,11,City: Large,No,No,No,?,462,27.5,16.8,70,18,"2701 N. Lima St. DENVER,CO,80238",39.754833,-104.857731,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2701+N.+Lima+St.+DENVER,CO,80238"
80336006662,CO-0880-4383,803360,CO-0880,PK,5,JOE SHOEMAKER SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,3333 SOUTH HAVANA STREET,DENVER,CO,80231,,(720)423-9333,11,City: Large,No,No,Yes,Yes,370,21.67,17.1,197,35,"3333 SOUTH HAVANA STREET DENVER,CO,80231",39.655836,-104.866587,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3333+SOUTH+HAVANA+STREET+DENVER,CO,80231"
80336000367,CO-0880-4444,803360,CO-0880,9,12,JOHN F KENNEDY HIGH SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,2855 SOUTH LAMAR STREET,DENVER,CO,80227,3809,(720)423-4300,11,City: Large,No,No,Yes,Yes,1203,70.48,17.1,759,144,"2855 SOUTH LAMAR STREET DENVER,CO,80227",39.661644,-105.067292,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2855+SOUTH+LAMAR+STREET+DENVER,CO,80227"
80336000368,CO-0880-4450,803360,CO-0880,PK,5,JOHNSON ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,1850 SOUTH IRVING STREET,DENVER,CO,80219,4656,(720)424-6290,11,City: Large,No,No,Yes,Yes,419,28.25,14.8,345,46,"1850 SOUTH IRVING STREET DENVER,CO,80219",39.683133,-105.029794,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1850+SOUTH+IRVING+STREET+DENVER,CO,80219"
